# Codes used by lab Bioanalytica
#
# Format:
# <Order>;<Code>;<Group Key>[;<Name>]
#
# Empty and comment (#) lines are ignored
# White space only matters for indentation of the Name.

00660;rcli15;A2;  Roggenpollen
00670;rcli16;A2;  Lieschgras
00680;rcli17;A2;  Beifusspollen
00690;rcli18;A2;  Birkenpollen
00700;rcli19;A2;  Haselpollen
00710;rcli2;A2;  Hausstaubmilbe (D. farinae)
00720;rcli20;A2;  Erlenpollen
00730;rcli3;A2;  Aspergillus spp.
00740;rcli4;A2;  Cladosporium herbarum
00750;rcli5;A2;  Alternaria tenuis
00760;rcli6;A2;  Penicillium notatum
00770;rcli7;A2;  Pferdeepithelien
00780;rcli8;A2;  Hundeepithelien
00790;rcli9;A2;  Katzenepithelien
00800;rcln1;A2;  Eigelb
00810;rcln10;A2;  Haselnuss
00820;rcln11;A2;  Erdnuss
00830;rcln12;A2;  Walnuss
00840;rcln13;A2;  Pfirsich
00850;rcln14;A2;  Sellerie
00860;rcln15;A2;  Tomate
00870;rcln16;A2;  Kartoffel
00880;rcln17;A2;  Apfel
00890;rcln18;A2;  Karotte
00900;rcln19;A2;  Kabeljau (Dorsch)
00910;rcln2;A2;  Eiklar
00920;rcln20;A2;  Krabbe
00930;rcln3;A2;  Milch
00940;rcln4;A2;  Kasein
00950;rcln5;A2;  Sesam
00960;rcln6;A2;  Weizenmehl
00970;rcln7;A2;  Roggenmehl
00980;rcln8;A2;  Soja
00990;rcln9;A2;  Mandel
01000;rcsi1;A2;  Hausstaubmilbe (D. pteron.)
01010;rcsi10;A2;  Meerschweinchenepithelien
01020;rcsi11;A2;  Hamsterepithelien
01030;rcsi12;A2;  Roggenpollen
01040;rcsi13;A2;  Lieschgras
01050;rcsi14;A2;  Wegerichpollen
01060;rcsi15;A2;  Glaskraut
01070;rcsi16;A2;  Beifusspollen
01080;rcsi17;A2;  Esche
01090;rcsi18;A2;  Birkenpollen
01100;rcsi19;A2;  Haselpollen
01110;rcsi2;A2;  Hausstaubmilbe (D. farinae)
01120;rcsi20;A2;  Latex
01130;rcsi3;A2;  Aspergillus spp.
01140;rcsi4;A2;  Cladosporium herbarum
01150;rcsi5;A2;  Alternaria tenuis
01160;rcsi6;A2;  Penicillium notatum
01170;rcsi7;A2;  Pferdeepithelien
01180;rcsi8;A2;  Hundeepithelien
01190;rcsi9;A2;  Katzenepithelien
01200;tauä;A2;  - Taube
01210;tviä;A2;  - T. viridis
01220;tvuä;A2;  - T. vulgari
00010;i1g;AL;IgG  Bienengift (e)
00020;i1g1;AL;IgG  Bienengift (e)
00030;i2g;AL;IgG  Hornissengift (e)
00040;i2g1;AL;IgG  Hornissengift (e)
00050;i3g;AL;IgG  Wespengift (e)
00060;i3g1;AL;IgG  Wespengift (e)
00070;ltt;AL;Lymph.-transformationstest (e)
00080;rc1;AL;Penicillin G c1
00090;rc2;AL;Penicillin V c2
00100;rc204;AL;IgE Gold c204 (e)
00110;rc206;AL;ACTH
00120;rc207e;AL;IgE Acet.salicylsäure c207 (e)
00130;rc207g;AL;IgG Acetylsalicylsäure (e)
00140;rc209e;AL;IgE Paracetamol c209 (e)
00150;rc209g;AL;IgG Paracetamol (e)
00160;rc231;AL;IgE Articain (e)
00170;rc231g;AL;IgG Articain (e)
00180;rc232;AL;IgE Lidocain (e)
00190;rc232g;AL;IgG Lidocain (e)
00200;rc272;AL;Weinsäure E334 (e)
00210;rc299e;AL;IgE Heparin c299 (e)
00220;rc299g;AL;IgG Heparin (e)
00230;rc2g;AL;IgG Penicillin V c2 (e)
00240;rc312;AL;IgE Lactose c312 (e)
00250;rc332;AL;IgE Brom c332 (e)
00260;rc470;AL;Lecithin E322 (e)
00270;rc5;AL;Ampicillin c5 (e)
00280;rc6;AL;Amoxycillin c6 (e)
00290;rc602;AL;IgE Aluminium  c602 (e)
00300;rc604;AL;Ammoniumpersulfat c 604 (e)
00310;rc605;AL;Blei c605 (e)
00320;rc616e;AL;IgE Jod c616 (e)
00330;rc616g;AL;IgG Jod (e)
00340;rc628;AL;IgE Nickel c628 (e)
00350;rc633;AL;Epoxyharze c633 (e)
00360;rc635;AL;Quecksilber c635 (e)
00370;rc7;AL;Cefaclor c7 (e)
00380;rc70;AL;Insulin (Schwein)
00390;rc71;AL;Insulin (Rind)
00400;rc717;AL;IgE Glutamat (E621-625, e)
00410;rc73;AL;Insulin (human)
00420;rc74;AL;Gelatine c 74 (e)
00430;rcann;AL;IgE  Cannabis sativa (e)
00440;rd1;AL;Dermatoph. pteron. d1
00450;rd2;AL;Dermatoph. farinae d2
00460;rd201;AL;Blomia tropicalis
00470;rd3;AL;microceras
00480;rd70;AL;Acarus siro d70 (e)
00490;rd71;AL;Lepidoglyphus destructor d71 (e)
00500;rd72;AL;Tyrophagus putrescentiae d72 (e)
00510;rd73;AL;G. domesticus d73 (e)
00520;rd74;AL;Euroglyphus maynei d74 (e)
00530;re1;AL;Katzenschuppen e1
00540;re2;AL;Hundeepithel e2 (e)
00550;re201;AL;Kanarienvogelfedern e201 (e)
00560;re202;AL;Rentierepithelien
00570;re203;AL;Nerzepithelien
00580;re204;AL;Rinderserumalbumin (BSA)
00590;re205;AL;Pferdeserum
00600;re206;AL;Kaninchenserum
00610;re208;AL;Chinchilla  e208 (e)
00620;re209;AL;Wuestenspringmaus
00630;re210;AL;Fuchs
00640;re211;AL;Kaninchenurinprotein
00650;re212;AL;Schweine-Urinprotein e212 (e)
00660;re213;AL;Papageienfedern e213 (e)
00670;re214;AL;Finkenfedern e214 (e)
00680;re215;AL;Taubenfedern  e215 (e)
00690;re216;AL;Hirschepithelien
00700;re217;AL;Frettchen
00710;re218;AL;Hühner-Kot e218 (e)
00720;re219;AL;Hühner-Serumprotein e219 (e)
00730;re3;AL;Pferdeschuppen e3
00740;re4;AL;Rinderepithelien e4
00750;re5;AL;Hundeschuppen e5
00760;re6;AL;Meerschweinchenepithel e6
00770;re7;AL;Taubenkot e7 (e)
00780;re70;AL;Gänsefedern e70 (e)
00790;re71;AL;Maeuseepithel e71 (e)
00800;re72;AL;Mäuseurinprotein e72 (e)
00810;re73;AL;Rattenepithelien e73 (e)
00820;re74;AL;Rattenurinprotein
00830;re75;AL;Rattenserumprotein
00840;re76;AL;Mäuseserumprotein e76 (e)
00850;re77;AL;Wellensittichkot e77 (e)
00860;re78;AL;Wellensittichfedern e78 (e)
00870;re79;AL;Wellensittich-Protein e79 (e)
00880;re80;AL;Ziegenepithelien e80 (e)
00890;re81;AL;Schafepithelien e81 (e)
00900;re82;AL;Kaninchenepithelien e82 (e)
00910;re83;AL;Schweineepithelien e83 (e)
00920;re84;AL;Hamsterepithelien e84 (e)
00930;re85;AL;Hühnerfedern e85 (e)
00940;re86;AL;Entenfedern e86 (e)
00950;re87;AL;Ratte e87 (e)
00960;re88;AL;Maus e88 (e)
00970;re89;AL;Truthahnfedern
00980;rex1;AL;Tierepithelien ex1
00990;rex2;AL;e1,e5,e6,e87,e88
01000;rex70;AL;Nagetiere ex70
01010;rex71;AL;Geflügelfedern ex71 (e)
01020;rex72;AL;Käfigvögel ex72 (e).
01030;rex73;AL;Federnmischung ex73 (e)
01040;rf1;AL;Eiklar f1
01050;rf10;AL;Sesamschrot f10
01060;rf11;AL;Buchweizenmehl f11
01070;rf12;AL;Erbse f12 (e)
01080;rf13;AL;Erdnuß f13
01090;rf14;AL;Sojabohne f14
01100;rf15;AL;Weiße Bohne (e)
01110;rf17;AL;Haselnuss f17
01120;rf18;AL;Paranuß f18 (e)
01130;rf2;AL;Milcheiweiss f2
01140;rf20;AL;Mandel f20 (e)
01150;rf201;AL;Pekan-Nuß
01160;rf202;AL;Cashew-Nuß f202 (e)
01170;rf203;AL;Pistazie f203 (e)
01180;rf204;AL;Forelle f204 (e)
01190;rf205;AL;Hering
01200;rf206;AL;Makrele
01210;rf207;AL;Venusmuschel f207 (e)
01220;rf208;AL;Zitrone f208 (e)
01230;rf209;AL;Grapefruit f209 (e)
01240;rf210;AL;Ananas f210 (e)
01250;rf211;AL;Brombeere
01260;rf212;AL;Champignon f212 (e)
01270;rf213;AL;Kaninchenfleisch
01280;rf214;AL;Spinat f 214 (e)
01290;rf215;AL;Kopfsalat f215 (e)
01300;rf216;AL;Kohl f216 (e)
01310;rf217;AL;Rosenkohl
01320;rf218;AL;Paprika f218
01330;rf219;AL;Fenchelsamen
01340;rf220;AL;Zimt f220 (e)
01350;rf221;AL;Kaffee f221 (e)
01360;rf222;AL;Tee f222 (e)
01370;rf223;AL;Hirsesamen
01380;rf224;AL;Mohnsamen
01390;rf225;AL;Kürbis f225 (e)
01400;rf226;AL;Kuerbissamen
01410;rf227;AL;Zuckerruebensamen
01420;rf228;AL;Milchpulver
01430;rf23;AL;Krabbe f23 (e)
01440;rf231;AL;Milch,gekocht f231 (e)
01450;rf232;AL;Ovalbumin
01460;rf233;AL;Ovomucoid
01470;rf234;AL;Vanille f234 (e)
01480;rf235;AL;Linsen  f235 (e)
01490;rf236;AL;Molke f236 (e)
01500;rf237;AL;Aprikose f237 (e)
01510;rf238;AL;Seezunge f238 (e)
01520;rf24;AL;Garnele f24 (e)
01530;rf242;AL;Kirsche f242 (e)
01540;rf243;AL;f26,f27,f83
01550;rf244;AL;Gurke
01560;rf245;AL;Eimischung f1, f75 (e)
01570;rf246;AL;Guar
01580;rf247;AL;Honig f247 (e)
01590;rf25;AL;Tomate f25
01600;rf251;AL;Fischmischung f251 (e)
01610;rf253;AL;Pinienkerne f253 (e)
01620;rf254;AL;Scholle f254 (e)
01630;rf255;AL;Pflaume f255 (e)
01640;rf256;AL;Walnuss f256 (e)
01650;rf258;AL;IgE Tintenfisch f 258 (e)
01660;rf259;AL;Weintraube f259 (e)
01670;rf26;AL;Schweinefleisch f26 (e)
01680;rf260;AL;Broccoli
01690;rf261;AL;Spargel f 261 (e)
01700;rf262;AL;Aubergine (e)
01710;rf263;AL;Pfeffer grün f263 (e)
01720;rf264;AL;Aal
01730;rf265;AL;Kuemmel
01740;rf266;AL;Muskatbluete
01750;rf267;AL;Kardamon
01760;rf268;AL;Gewuerznelke f268 (e)
01770;rf269;AL;Basilikum f269 (e)
01780;rf27;AL;Rindfleisch f27
01790;rf270;AL;Ingwer f270 (e)
01800;rf271;AL;Anis f271 (e)
01810;rf272;AL;Estragon
01820;rf273;AL;Thymian
01830;rf274;AL;Majoran
01840;rf275;AL;Liebstoeckel f275 (e)
01850;rf276;AL;Fenchel, frisch
01860;rf277;AL;Dill f277 (e)
01870;rf278;AL;Lorbeerblatt
01880;rf279;AL;Chillipfeffer f279 (e)
01890;rf280;AL;IgE Pfeffer schwarz f280 (e)
01900;rf281;AL;Curry f281 (e)
01910;rf282;AL;Muskatnuss f282
01920;rf283;AL;Oregano f283 (e)
01930;rf284;AL;Truthahnfleisch f284 (e)
01940;rf285;AL;Elchfleisch
01950;rf286;AL;Stutenmilch
01960;rf287;AL;Rote Bohnen
01970;rf288;AL;Milchpulver
01980;rf289;AL;Dattel f289 (e)
01990;rf290;AL;Auster f290 (e)
02000;rf291;AL;Blumenkohl f291 (e)
02010;rf292;AL;Guave
02020;rf293;AL;Papaya
02030;rf294;AL;IgE Passionsfrucht f294 (e)
02040;rf295;AL;Sternfrucht
02050;rf296;AL;Johannisbrot
02060;rf297;AL;Gummi arabicum f297 (e)
02070;rf298;AL;Dragant f298 (e)
02080;rf299;AL;Esskastanie f299 (e)
02090;rf3;AL;Fisch (Dorsch) f3
02100;rf300;AL;Ziegenmilch f300 (e)
02110;rf301;AL;Kakifrucht
02120;rf302;AL;Mandarine f302 (e)
02130;rf303;AL;Heilbutt f303 (e)
02140;rf304;AL;Languste f304 (e)
02150;rf306;AL;Limone
02160;rf307;AL;Seehecht f307 (e)
02170;rf308;AL;Sardine f308 (e)
02180;rf309;AL;Kichererbse f309 (e)
02190;rf31;AL;Karotte f31
02200;rf310;AL;Lathyrus sativus
02210;rf315;AL;Grüne Bohne f315 (e)
02220;rf317;AL;Koriander f317 (e)
02230;rf324;AL;Hopfen f324 (e)
02240;rf325;AL;Schafsmilch f325 (e)
02250;rf328;AL;Feige f328 (e)
02260;rf329;AL;Wassermelone f329 (e)
02270;rf33;AL;Orange f33 (e)
02280;rf331;AL;Safran f331 (e)
02290;rf335;AL;Lupinensamen f335 (e)
02300;rf343;AL;Himbeere f343 (e)
02310;rf348;AL;Lychee f348 (e)
02320;rf35;AL;Kartoffel f35 (e)
02330;rf36;AL;Kokosnuss f36 (e)
02340;rf37;AL;Miesmuschel f37 (e)
02350;rf4;AL;Weizenmehl f4
02360;rf40;AL;Thunfisch f40 (e)
02370;rf41;AL;Lachs f41 (e)
02380;rf416;AL;Omega-5-Gliadin f416 (e)
02390;rf44;AL;Erdbeere f44
02400;rf45;AL;Hefe (S. cerevisiae) f45 (e)
02410;rf47;AL;Knoblauch f47 (e)
02420;rf48;AL;Zwiebel f48 (e)
02430;rf49;AL;Grüner Apfel f49 (e)
02440;rf5;AL;Roggenmehl f5
02450;rf50;AL;Span. Makrele
02460;rf501;AL;Dinkel f501 (e)
02470;rf51;AL;Bambussprosse
02480;rf52;AL;Schokolade f52 (e)
02490;rf54;AL;Suesskartoffel
02500;rf55;AL;Rispenhirse f55 (e)
02510;rf56;AL;Kolbenhirse f56 (e)
02520;rf57;AL;Japanische Hirse f57 (e)
02530;rf58;AL;Tintenfisch (Pazifik) f58 (e)
02540;rf59;AL;Oktopus f59 (e)
02550;rf6;AL;Gerstenmehl f6
02560;rf60;AL;Bastardmakrele
02570;rf61;AL;Sardine (Pazifik)
02580;rf7;AL;Hafermehl f7
02590;rf75;AL;Eigelb f75 (e)
02600;rf76;AL;a-Lactalbumin f76
02610;rf76g;AL;IgG a-Lactalbumin (e)
02620;rf77;AL;b-Lactoglobulin f77
02630;rf77g;AL;IgG Lactoglobulin (e)
02640;rf78;AL;Casein f78
02650;rf78g;AL;IgG Casein (e)
02660;rf79;AL;Gluten f79
02670;rf8;AL;Maismehl f8
02680;rf80;AL;Hummer f80 (e)
02690;rf81;AL;Hartkäse r81 (e)
02700;rf82;AL;Schimmelkaese f82 (e)
02710;rf83;AL;Hühnerfleisch f83 (e)
02720;rf84;AL;Kiwi f84 (e)
02730;rf85;AL;Sellerie f85
02740;rf86;AL;Petersilie f86 (e)
02750;rf87;AL;Melone f87 (e)
02760;rf88;AL;Hammelfleisch f88 (e)
02770;rf89;AL;IgE Senf f89 (e)
02780;rf9;AL;Reis f9 (e)
02790;rf90;AL;Malz f90 (e)
02800;rf91;AL;Mango f91 (e)
02810;rf92;AL;Banane f92 (e)
02820;rf93;AL;Kakao f93 (e)
02830;rf94;AL;Birne f94 (e)
02840;rf95;AL;Pfirsich f95 (e)
02850;rf96;AL;Avocado f96 (e)
02860;rf999;AL;IgE Rhabarber (e)
02870;rfx1;AL;Nussmischung fx1
02880;rfx10;AL;f26,f27,f75,f83,f284
02890;rfx11;AL;f8,f12,f15,f31,f260
02900;rfx12;AL;f5,f9,f35,f212,f225
02910;rfx13;AL;Gemüsemischung fx13 (e)
02920;rfx14;AL;Gemüsemischung fx14 (e)
02930;rfx15;AL;f33,f49,f92,f95
02940;rfx16;AL;f44,f94,f208,f210
02950;rfx17;AL;Obstmischung fx17 (e)
02960;rfx18;AL;f12,f13,f14
02970;rfx19;AL;Nahrungsmittel fx19 (e)
02980;rfx2;AL;Meeresfrüchte fx2
02990;rfx20;AL;Nahrungsmittelmischung fx20 (e)
03000;rfx21;AL;Obstmischung 5 fx21 (e)
03010;rfx22;AL;Nussmischung fx22 (e)
03020;rfx23;AL;Fleischmischung fx23
03030;rfx29;AL;Zitrusfrüchte fx29 (e)
03040;rfx3;AL;Getreide fx3
03050;rfx5;AL;Kindernahrung fx5
03060;rfx7;AL;Nahrungsmittelmischung fx7
03070;rfx70;AL;Gewürzmischung fx70 (e)
03080;rfx71;AL;f265,f266,f267,f268
03090;rfx72;AL;Gewürzmischung fx72 (e)
03100;rfx74;AL;Fischmischung fx74 (e)
03110;rfx8;AL;Nahrungsmittel 2 fx8 (e)
03120;rfx9;AL;Nahrungsmittel 3 fx9 (e)
03130;rg1;AL;Ruchgras g1
03140;rg10;AL;Sorgho
03150;rg11;AL;Trespe
03160;rg12;AL;Roggen g12
03170;rg13;AL;Wolliges Honiggras g13
03180;rg14;AL;Hafer
03190;rg15;AL;Weizen g15 (e)
03200;rg16;AL;Wiesenfuchsschwanz
03210;rg17;AL;Bahiagras
03220;rg2;AL;Hundszahngras g2 (e)
03230;rg201;AL;Gerste
03240;rg202;AL;Mais g202 (e)
03250;rg203;AL;Distichlis spicata
03260;rg204;AL;Glatthafer
03270;rg213;AL;rPhl p1/p5  g213 (e)
03280;rg2131;AL;rPhl p1     g213 (e)
03290;rg2135;AL;rPhl p5     g213 (e)
03300;rg214;AL;rPhl p12    g214 (e)
03310;rg2147;AL;rPhl p7     g214 (e)
03320;rg214b;AL;rPhl p7/p12 g214(e)
03330;rg3;AL;Knaeuelgras g3
03340;rg4;AL;Wiesenschwingel g4
03350;rg5;AL;Lolch (Weidelgras) g5
03360;rg6;AL;Lieschgras g6
03370;rg7;AL;Schilf (Reet) g7
03380;rg70;AL;Haargerste
03390;rg71;AL;Canary-Grass
03400;rg8;AL;Wiesenrispengras g8
03410;rg9;AL;Wei~es Strau~gras
03420;rgx1;AL;Gräser früh gx1
03430;rgx2;AL;g2,g5,g6,g8,g10,g17
03440;rgx3;AL;g1,g5,g6,g12,g13
03450;rgx4;AL;Gräser spät gx4
03460;rh1;AL;Greer Labs. Inc.
03470;rh2;AL;Hollister-Stier Labs
03480;rh3;AL;Bencard
03490;rh4;AL;Allergopharma
03500;rhx2;AL;h2,d1,d2,i6
03510;ri1;AL;IgE  Bienengift i1
03520;ri2;AL;D. maculata i2 (e)
03530;ri201;AL;Pferdebremse i201 (e)
03540;ri202;AL;Ruesselkaefer
03550;ri203;AL;Mehlmotte
03560;ri204;AL;Rinderbremse i204 (e)
03570;ri205;AL;IgE  Hummelgift i205 (e)
03580;ri3;AL;IgE  Wespengift i3
03590;ri4;AL;Papierwespe i4 (e)
03600;ri5;AL;Gelbwespe i5 (e)
03610;ri6;AL;Kuechenschabe
03620;ri7;AL;IgE  Hummelgift i7 (e)
03630;ri70;AL;Feuerameise i70 (e)
03640;ri71;AL;Stechmücke i71 (e)
03650;ri72;AL;Sudanfliege
03660;ri73;AL;Rote Mueckenlarve i73 (e)
03670;ri75;AL;Hornissengift, europ. i75 (e)
03680;ri76;AL;Trogoderma angustum
03690;ri8;AL;Motte
03700;rk020;AL;Schafwolle bearbeitet k020 (e)
03710;rk021;AL;Schafwolle unbearbeitet k021 (e)
03720;rk035;AL;Fichte k035 (e)
03730;rk036;AL;Kiefer k036 (e)
03740;rk044;AL;Tanne k044 (e)
03750;rk07;AL;Heustaub k07 (e)
03760;rk201;AL;Papain
03770;rk202;AL;Bromelin k202 (e)
03780;rk203;AL;Phospholipase k203 (e)
03790;rk204;AL;IgE Maxatase k204 (e)
03800;rk205;AL;IgE Alkalase k205 (e)
03810;rk206;AL;IgE Savinase k206 (e)
03820;rk208;AL;Lysozym k208 (e)
03830;rk209;AL;Hexahydrophthalsaeureanhydrid
03840;rk210;AL;Malaiensaeureanhydrid k210 (e)
03850;rk211;AL;M-tetrahydrophthalsäureanhydrid
03860;rk212;AL;Abachi-Holzstaub k212 (e)
03870;rk70;AL;Gruene Kaffeebohne
03880;rk71;AL;Rizinusbohne
03890;rk72;AL;Isphagula
03900;rk73;AL;Wildseide k73 (e)
03910;rk74;AL;Naturseide k74 (e)
03920;rk75;AL;Isocyanat TDI k75
03930;rk76;AL;Isocyanat MDI k76
03940;rk77;AL;Isocyanat HDI k77
03950;rk78;AL;Aethylenoxid k78 (e)
03960;rk79;AL;Phthalsäureanhydrid rk79 (e)
03970;rk80;AL;Formalin k80
03980;rk81;AL;Ficus spp. k81
03990;rk82;AL;Latex k82
04000;rk83;AL;Baumwollsamen k83 (e)
04010;rk84;AL;Sonnenblumensamen
04020;rk85;AL;Chloramin T
04030;rk86;AL;Trimelitsäure-Anhydrid k86 (e)
04040;rk87;AL;a-Amylase k87
04050;rkx04;AL;Weichhölzer kx04 (e)
04060;rkx05;AL;Harthölzer  kx05 (e)
04070;rl030;AL;Hanf l030 (e)
04080;rl043e;AL;IgE Alcacyl l043 (e)
04090;rl043g;AL;IgG Alcacyl (e)
04100;rl079e;AL;IgE Coffein l079 (e)
04110;rl079g;AL;IgG Koffein (e)
04120;rl090e;AL;IgE Dextromethorphan l090 (e)
04130;rl090g;AL;IgG Dextromethorphan (e)
04140;rl295;AL;Carotinoide l295 (e)
04150;rl457;AL;Betanin E162 (e)
04160;rl461;AL;Zitronensäure E330 (e)
04170;rl645;AL;IgE Thiopental (e)
04180;rl645g;AL;IgG Thiopental (e)
04190;rl805;AL;Xanthophylle E161 (e)
04200;rl818;AL;IgE Acetazolamid (e)
04210;rl818g;AL;IgG Acetazolamid (e)
04220;rm1;AL;Penicillium notatum m1
04230;rm14;AL;purpurascens
04240;rm15;AL;Trichodema viride
04250;rm16;AL;Curvalaria lunata
04260;rm2;AL;Cladosporium herbarum m2
04270;rm201;AL;Ustilago nuda
04280;rm202;AL;acremonium
04290;rm203;AL;Trichosporon pullans
04300;rm204;AL;Ulocladium chartarum
04310;rm205;AL;Trichophytum rubrum
04320;rm207;AL;Aspergillus niger m207 (e)
04330;rm211;AL;Tr.mentagr.interdig.m211 (e)
04340;rm3;AL;Aspergillus fumigatus m3 (e)
04350;rm3g;AL;IgG Aspergillus fumigatus
04360;rm4;AL;Mucor racemosus
04370;rm44;AL;Bäckerhefe m44 (e)
04380;rm5;AL;Candida albicans
04390;rm6;AL;Alternaria alternata m6
04400;rm7;AL;Botrytis cinerea
04410;rm70;AL;Pityrosporum orbiculare m70 (e)
04420;rm8;AL;halodes
04430;rm9;AL;Fusarium moniliforme m9 (e)
04440;rmx1;AL;Schimmelpilze mx1
04450;rmx2;AL;Schimmelpilzmischung mx2 (e)
04460;ro1;AL;Baumwolle o1 (e)
04470;ro201;AL;Tabakblätter o201 (e)
04480;ro202;AL;Fischfutter, A.salina o202 (e)
04490;ro203;AL;Fischfutter, Tetramin o203 (e)
04500;ro207;AL;Fischfutter, Daphnia o207 (e)
04510;ro211;AL;Mehlwurm o211 (e)
04520;ro70;AL;Spermaflüssigkeit o70 (e)
04530;rp1;AL;Ascaris
04540;rp2;AL;Echinococcus
04550;rp4;AL;Anisakis p4 (e)
04560;rpax1;AL;Tierschuppen/ Federn pax1 (e)
04570;rpax2;AL;Milben / Insekten pax2 (e)
04580;rpax3;AL;Pollen/ Schimmelpilze pax3 (e)
04590;rpax4;AL;f4,f14,k87,Reiskäfer
04600;rpax5;AL;Chemikalien pax5 (e)
04610;rpax6;AL;Desinfektionsmittel pax6 (e)
04620;rrx1;AL;Inhalationsscreen saisonal
04630;rrx2;AL;Inhalationsscreen perenneal
04640;rsx1;AL;Allergie-Screen (Inhalation)
04650;rt1;AL;Ahorn t1
04660;rt10;AL;Walnuss t10
04670;rt11;AL;Platane
04680;rt12;AL;Salweide t12
04690;rt14;AL;Pappel t14
04700;rt15;AL;Esche t15 (e)
04710;rt16;AL;Weymouthkiefer rt16 (e)
04720;rt17;AL;Japan. Zeder
04730;rt18;AL;Eukalyptus
04740;rt19;AL;Mimose
04750;rt2;AL;Grau-Erle t2
04760;rt20;AL;Mesquite
04770;rt201;AL;Fichte t201 (e)
04780;rt203;AL;Rosskastanie t 203 (e)
04790;rt205;AL;Holunder
04800;rt206;AL;Esskastanie t206 (e)
04810;rt207;AL;Douglasie
04820;rt208;AL;Linde t208 (e)
04830;rt209;AL;Hainbuche
04840;rt21;AL;Melaleuca Baum
04850;rt210;AL;Liguster
04860;rt211;AL;Liquidambar styraciflua
04870;rt212;AL;Zeder t212 (e)
04880;rt2151;AL;rBet v1    Rt215 (e)
04890;rt22;AL;Hickory - Baum
04900;rt221;AL;rBet v2/4 t221 (e)
04910;rt2212;AL;rBet v2    t221 (e)
04920;rt2214;AL;rBet v4    t221 (e)
04930;rt23;AL;Zypresse t23 (e)
04940;rt3;AL;Birke t3
04950;rt4;AL;Hasel t4
04960;rt5;AL;Buche t5
04970;rt6;AL;Sadebaum (Juni.sab.)
04980;rt7;AL;Eiche t7
04990;rt70;AL;Maulbeerbaum
05000;rt72;AL;Palme
05010;rt73;AL;Pinie t73 (e)
05020;rt8;AL;Ulme t8
05030;rt9;AL;Olive t9 (e)
05040;rtx1;AL;Bäume früh (tx1)
05050;rtx2;AL;Bäume spät (tx2)
05060;rtx3;AL;t6,t7,t8,t14,t20
05070;rtx4;AL;t7,t8,t11,t12,t14
05080;rtx5;AL;Bäume früh tx5
05090;rtx6;AL;Bäume spät tx6
05100;rtx7;AL;t12,t16,t18,t19,t21
05110;rtx8;AL;t1,t3,t4,t7,t11
05120;rtx9;AL;t2,t3,t4,t7,t12
